id_x,numero,saldo,id_y,nome,cpf,Faixa_saldo,Faixa_num
962,35662,3947.2,965,Heloísa Lima,395.178.264-19,Platine (1200K - 5K),1
963,30773,1228.52,966,Maya Macedo,046.182.739-50,Platine (1200K - 5K),1
964,39200,2069.22,967,Rael Azevedo,140.789.532-04,Platine (1200K - 5K),1
965,26141,707.39,968,Asafe Leão,460.213.587-08,Silver (<1200K),0
966,34860,3543.35,969,Sra. Ana Beatriz Lopes,916.830.527-30,Platine (1200K - 5K),1
967,35635,3662.49,970,Dr. Lucas Gabriel Duarte,501.672.834-80,Platine (1200K - 5K),1
968,77593,2162.62,971,Sra. Isis Leão,017.548.392-23,Platine (1200K - 5K),1
969,65959,565.72,972,Olivia Costela,692.803.745-83,Silver (<1200K),0
970,1440,866.61,973,Brayan Aragão,358.941.067-10,Silver (<1200K),0
971,64663,4727.9,974,Maria Siqueira,914.620.573-06,Platine (1200K - 5K),1
972,7356,1963.4,975,Srta. Natália Campos,870.436.192-03,Platine (1200K - 5K),1
973,21357,3801.1,976,Sr. Theo Sousa,728.456.091-67,Platine (1200K - 5K),1
974,67403,342.51,977,Dr. Calebe Viana,601.859.742-01,Silver (<1200K),0
975,22855,670.67,978,Dra. Maria Clara Sá,820.436.519-51,Silver (<1200K),0
976,16187,2292.53,979,Dr. Yan Teixeira,650.481.397-39,Platine (1200K - 5K),1
977,62146,77.5,980,Ravi Lucca Moreira,683.102.945-06,Silver (<1200K),0
978,27553,322.21,981,Ravy Lopes,697.580.321-86,Silver (<1200K),0
979,66140,1317.35,982,Gustavo Araújo,146.789.520-20,Platine (1200K - 5K),1
980,52852,3151.63,983,Benjamin Montenegro,732.194.506-52,Platine (1200K - 5K),1
981,72582,1168.1,984,Henrique Santos,239.870.561-77,Silver (<1200K),0
982,77165,1757.57,985,Benicio Cardoso,124.896.570-11,Platine (1200K - 5K),1
983,56584,167.95,986,Asafe Viana,154.703.628-17,Silver (<1200K),0
984,51999,3882.15,987,Léo Dias,743.695.081-93,Platine (1200K - 5K),1
985,4408,503.33,988,Maria Machado,530.896.421-15,Silver (<1200K),0
986,62811,4801.47,989,Bárbara das Neves,236.709.854-92,Platine (1200K - 5K),1
987,54499,1675.24,990,Lucca Souza,620.897.145-49,Platine (1200K - 5K),1
988,53916,1961.5,991,Catarina da Costa,594.027.613-06,Platine (1200K - 5K),1
989,52235,3804.92,992,Sra. Ana Beatriz Lima,193.570.684-57,Platine (1200K - 5K),1
990,14185,1867.67,993,Ana Clara da Mota,395.810.467-39,Platine (1200K - 5K),1
991,1429,674.17,994,Dra. Júlia da Rocha,926.578.014-20,Silver (<1200K),0
992,76609,59.85,995,Gabrielly Jesus,056.892.174-76,Silver (<1200K),0
993,38353,4910.9,996,Yasmin Carvalho,325.476.081-62,Platine (1200K - 5K),1
994,9410,4174.24,997,Augusto Moraes,856.412.390-89,Platine (1200K - 5K),1
995,94424,1252.7,998,Yan Barbosa,463.290.187-31,Platine (1200K - 5K),1
996,9047,64.33,999,Vitor Hugo Cavalcanti,023.845.169-06,Silver (<1200K),0
997,18397,48.15,1000,Laura Andrade,610.754.389-93,Silver (<1200K),0
998,53832,4138.94,1001,Daniela Sousa,158.679.324-19,Platine (1200K - 5K),1
999,63790,438.49,1002,Davi Miguel Nogueira,785.913.604-00,Silver (<1200K),0
1000,97718,366.51,1003,Yan Machado,641.350.289-42,Silver (<1200K),0
1001,73218,1366.86,1004,Dra. Maria Luiza Vasconcelos,647.501.389-75,Platine (1200K - 5K),1
1002,38836,4733.84,1005,Dr. Henry Gabriel Casa Grande,016.384.572-71,Platine (1200K - 5K),1
1003,8283,4696.92,1006,Cauê Correia,564.093.172-80,Platine (1200K - 5K),1
1004,18552,4853.6,1007,Arthur Cavalcanti,276.308.419-22,Platine (1200K - 5K),1
1005,11873,3136.36,1008,Heitor Gonçalves,726.318.905-40,Platine (1200K - 5K),1
1006,6295,2847.33,1009,Guilherme da Rocha,391.546.720-07,Platine (1200K - 5K),1
1007,77707,1810.24,1010,Agatha Macedo,397.061.582-86,Platine (1200K - 5K),1
1008,95796,3953.36,1011,Lorenzo Campos,638.910.275-59,Platine (1200K - 5K),1
1009,15723,4611.99,1012,Giovanna Moraes,912.458.760-58,Platine (1200K - 5K),1
1010,87538,2249.51,1013,Brayan Campos,794.528.063-38,Platine (1200K - 5K),1
1011,65884,3625.78,1014,Luiz Gustavo Sá,985.134.726-46,Platine (1200K - 5K),1
1012,1569,10000.0,1015,Carlos Alexandre Bonavita,950.160.070-40,Gold (5K - 14K),2
